Commit message,Class
make static methods to attempt to decouple inheritance,internal
reducing the test set size 10x for speed,internal
2644350 - Patch fixes two bugs; Map behaviour with inheritance; Considering full interface-superclass hierarchy instead of direct interfaces;,internal
improved programs for getting size of read bytes,internal
Add cache folder to InFileObjetPersisters. Customizable  tests and inheritance. Issue #103 and issue #98.,internal
DB abstraction; Added ConversionService approach; Corrected unit tests,internal
Changes to use the Datasource Abstraction libraries and to move Content Specs to their own database tables.,internal
[ISPN-59] (Add unit test that verifies number of written bytes) Implemented more efficient marshalling framework based on JBoss Marshaller where size of payloads are reduced and faster code path is used.,internal
Refactor code for better cohesion,internal
Fixed bug 1055930 - CouplingBetweenObjectsRule no longer throws a NPE on interfaces,internal
This update adds additional functionality to dfr-syn in partial fulfillment of dfr-91.  Given the existence of a directory /tmp/dfr-test/ with several files in it and a locally running duracloud instance on 8080 with admin/apw credentials  files are being uploaded  and active and queue status info is being reported.,external
A few refactorings in anticipation of more formats that needs some common functionality,external
removed PerformanceStats since we've moved from a loopbased to an event based system Fixed mobs falling through the floor on 'in npc'  Fix hp bug Cleaned up a lot of legacy movement handling and moved them to the session system.,external
Refactored all operations to use OperationsParams and GenericOptionsParser. Let operations access command line arguments directly for flexibility,external
Bug 428427 - introduced ResourceBundleProvider to increase extensibility for loading resource bundles,external
Code review: pulled up some functionality into AbstractMarshallingSession. Reduces several cut-n-pasted code chunks.,external
refactor  fixes  performance upgrades deleted feedback factor,external
Implements Editors functionality  single ok but infinite editors partially First shot of serialisation of the MapContext in the GUI (the map is automatically saved by the map editor),external
Fixed unit test to reflect current core snapshot functionality.,external
Updates to events and session list functionality.  Started adding twitter feed for events.,external
Improved robustness for download failure cases,external
HV-912 Reducing accessibility of some classes and methods,external
Bug 445802 - Heavy progress reporting degrades performance,external
Massively improved efficiency and performance of Criteria folder handling.,external
make performance meter factory configurable through .options,external
initial take on the new enunciate engine run() functionality,external
Added functionality to handle InputStreams. (useful when loading JarEntries),external
Enhanced WKTShapeParser for extensibility.,external
major restructuring on the way to good separation of functionality,external
Refactor ProcessInstanceUtil & StartProcessInstanceCmd for extensibility,external
improve mysql sql parser performance,external
Added functionality to PrivateMessage for either supplying username/password OR basic auth token.,external
[CORE] Add RANDOM functionality and more filters.,external
Refactoring of JML generation related utility functionality to promote reuse,external
(PLF-4239) JS of Getting Started portlet not good for performance.,external
Many robustness improvements to the downloader,external
Inproved I/O Manager performance.,external
Additions: zip thread-safe locale scheduler bugfixes performance improvements,external
#943 - Refactor internals - Performance tweak / tidy for WhoCreated  WhoModified on OneToMany connections. #942,external
Finalized Sorting  Hashing and Resettable logic. Baseline performance passed.,external
Implement new  high-performance cipher in native code. Currently available only for Linux-x64  other platforms will fallback to Java cipher.,external
Readability: changed populateFedoraRoles to populateFedoraAttributes and updated comments/javadocs  since the method has the effect of populating FEDORA_AUX_SUBJECT_ATTRIBUTES with fedoraRole in additional to all other subject attributes.,external
Fixed profile experience UI and functionality,external
Refactored Generic CertificateStore + SslUtil and CertificateDialog classes.  Updated API and removed dead code. ,code smell
refactor duplicate code for playing lands from grave,code smell
SONAR-7705 remove dead code and dead sql in purge,code smell
DRY'd up ShrinkWrapUtil.  Removed dead code.,code smell
renamed Crew and Squad classes  handles Squads now  moved String configs to UpdateMapData class,code smell
DDF-1219 Collapsing  normalizing  and refactoring unit tests. There are more opportunities for refactoring  but this represents approximately a 15% reduction in class size and removes much of the duplicate code.,code smell
STS-3056: introduced interface for annotation metadata classes to allow introduction of adapters,code smell
another pass of data classes  and some cleanup in client code,code smell
MONDRIAN: removed dead code  added package documentation for rolap package  activated tests for FastBatchingCellReader,code smell
Remove duplicate code in new metrics code,code smell
Bugfixes and more Bukkit abstraction,internal
TEZ-558. Optionally send broadcast output in the DataMovementEvent if the size of the data is small. (sseth),internal
Short the length of the field_type in order to reduce the size of the document.,internal
fixes #4568. Nearcache eviction will run again if cache size is not below under max size in first run.,internal
Full support for X_Elemental injection of HtmlTemplate inheritance. ,internal
Create abstraction for definition references so it can be used by both ComponentDefRef and ModuleDefRef. (DefinitionReferenceImpl  BaseDefRefHandler),internal
ROO-1251: Method naming conventions provided by Json addon need to be adjusted to take inheritance relationships into account,internal
fixed bug 201861 loop in inheritance caused stack overflow.,internal
Reduced coupling by extracting an interface from the StateFlowGraph,internal
CDITCK-390 - Extend InterceptorBindingInheritanceTest,internal
Various minor fixes and performance improvement.,external
1) file data utilities - add utility function 2) improve context performance,external
New patch from Chris Wiebe to boost the performance of the TypeInfo  a separation is done via the Core and UI to provide more flexibility for clients using this service.,external
Private: Added functionality to end game.,external
SONAR-4087 fix compatibility of Tinkerpop Blueprints with Java 5,external
SOC-2371 | Avatar : Native english usability review,external
Big refactoring to improve performance at N levels: - Serialization now minimizes the creation of temporary small objects like Strings. All serialization method receives a StringBuilder and append data directly to it - OLazyRecordSet now keeps the items always sorted for faster retrieval of items,external
WICKET-4802 Add functionality to be able to export DataTable content,external
Removing AS2 functionality from oxalis-outbound.,external
Changed to inherit from PackageMemberAnnotation  from which we get some implementation functionality.  Split SignatureConverter into its own top level class.,external
 Rename *.new* packages back to what they should be  remove dead code  from the old packages - mapreduce module - tez-engine module (part of  TEZ-398). (sseth),code smell
Add SVM metadata classifier,code smell
Refactored duplicate code into separate method.,code smell
Removed a lot of duplicate code in the CommandManagers Added missing cmds. Removed useless code.,code smell
Massive update. - Infractions now is split into 3 parts. -- **Base** contains the main  cross-platform data classes that are shared between all implementations. -- **Bungee** is the default implementation as a BungeeCord plugin. -- **Spigot API** is an API that exists to allow for plugins to hook into Infractions from their spigot/bukkit plugins. - It is intended that individual servers will have their own take on Infractions  and thus a mere config file is unsuited for the majority of features (a la the Chitchat plugin). -- In this case  there is no default spigot/bukkit implementation  only an API that exists for accessing/manipulating the data. - Groundwork has been laid for the bungee plugin  various commands will be shared between servers. -- Many of these commands will probably be moved to the spigot API or completely removed (as we want each server to have their own implementation). - A default/barebones implementation for spigot/bukkit *may* exist in the future.,code smell
ISIS-993: optional left and right columns either side of tab groups; tweaks to CSS; HasPath for all elements of the layout metadata classes (working towards support for persistence of widget state and hints),code smell
RepositoryUtil: Remove dead code found during testing,code smell
Fixed size calculation bug in LongerShortString  test to match Work around a similar bug in ShortArray  needs more work Fixed size calculation bug in WriteTransaction determining PropertyRecord suitability for changed property  test to match Assertions for certain sensitive paths in PropertyBlock/Record Some more tests Minor formatting changes,internal
Code review tweaks: Event inheritance-based triggering protected over private Renamed and repackaged event related classes Comments,internal
increasing default index page size to 100; default counter page size to 1000,internal
Validate/Define: One InheritanceConvention rule instead of two. Conversion included in 'open workspace process' from old workspaces to new format.,internal
Cleaned up abstraction.,internal
introduction of relative_v0_randomization attribute in TRAFFIC_COMPOSITION for distributing the desired speed randomly. CAs are casted to integer. ,internal
Fixed size update problem in Controls Demo TextSizeTab.,internal
inheritance for make life easier during navigation tests,internal
reducing complexity by refactoring,internal
Refactored service integration tests to use inheritance. (v1 TK-09243),internal
Abstraction and work on new data sourcing.,internal
Double Inventory Access From Chests Native Double Inventory Class Fixed Packet Size Calculations More Widget Changes Latest MCP HD Texture Support for MCP,internal
Added additional model abstraction to allow a progress button's task to be exchanged during runtime.,internal
"Implemented between in LuceneSerializer. Fixed phrase queries (like query ""foo bar"" is transformed to ""+*foo* +*bar*""  this is as close as I could get result-wise). Improved LuceneSerialize encapsulation by splitting into methods. Updated tests in SimpleTest.",internal
Inline method for decoupling. Not used anywhere else yet.,internal
JCLOUDS-458: Added Blobstore Abstraction,internal
Added functionality to fetch the approximated (VDM node) location of an IR node.,external
Fixing BotOperation to allow for testability for formatMessage,external
cleanup - javadoc   improved code readability   replaced full object stub with mockito's mock,
